Degree,Specialization,CGPA,Job_Role
M.Sc,Mathematics,6.65,Data Entry Operator
B.Sc,Electronics,6.32,Testing Assistant
M.Tech,Petroleum Engineering,6.84,Site Supervisor
B.Sc,Statistics,8.07,Survey Researcher
B.Tech,Chemical Engineering,9.93,Process Design Engineer
M.Tech,Electronics and Communication Engineering,7.27,Network Technician
B.Sc,Statistics,9.75,Statistical Modeler
B.Sc,Nursing,7.42,Production Manager
M.Sc,Electronics,7.24,Testing Assistant
M.Tech,Metallurgical Engineering,6.49,Quality Control
B.Sc,Physics,9.08,Quantum Researcher
M.Sc,Optometry,6.82,Optical Assistant
M.Tech,Mining Engineering,6.45,Safety Inspector
M.Tech,Biotechnology,7.61,Bioprocess Engineer
B.Sc,Anesthesia Technology,7.25,Medical Assistant
B.Tech,Computer Science and Engineering,9.32,AI Engineer
B.Tech,Marine Engineering,8.67,Naval Architect
M.Tech,Computer Science and Engineering,9.05,AI Engineer
B.Sc,Anesthesia Technology,6.27,Medical Assistant
B.Sc,Computer Science,6.4,Computer Instructor
M.Tech,Electrical and Electronics Engineering,7.29,Maintenance Engineer
M.Sc,Anesthesia Technology,8.02,Anesthesia Technician
B.Tech,Metallurgical Engineering,8.06,Process Metallurgist
B.Sc,Optometry,9.26,Senior Optometrist
M.Tech,Mechanical Engineering,8.4,Production Engineer
M.Tech,Aeronautical Engineering,6.1,Technical Writer
M.Tech,Marine Engineering,7.86,Marine Engineer
M.Sc,Anesthesia Technology,6.14,Medical Assistant
B.Sc,Medical Laboratory Technology,6.77,Phlebotomist
B.Sc,Computer Science,9.17,Circuit Designer
B.Tech,Environmental Engineering,7.97,Environmental Engineer
B.Tech,Civil Engineering,9.49,Structural Engineer
M.Tech,Mechanical Engineering,8.85,Design Engineer
M.Tech,Electronics and Communication Engineering,8.71,Embedded Systems Lead
M.Sc,Anesthesia Technology,7.99,Anesthesia Technician
B.Tech,Marine Engineering,8.16,Marine Engineer
B.Tech,Aerospace Engineering,8.85,Spacecraft Systems Engineer
M.Sc,Nursing,7.59,Registered Nurse
B.Tech,Electronics and Communication Engineering,8.29,Electronics Engineer
B.Sc,Optometry,7.49,Urban Planner
B.Tech,Aerospace Engineering,6.41,Quality Inspector
B.Tech,Mechanical Engineering,9.39,Design Engineer
M.Tech,Mining Engineering,8.9,Mine Manager
M.Sc,Mathematics,8.27,Mathematics Professor
M.Tech,Biotechnology,7.43,Lab Assistant
B.Tech,Information Technology,7.91,Solutions Architect
B.Tech,Environmental Engineering,8.18,Environmental Engineer
B.Tech,Chemical Engineering,7.11,Safety Officer
M.Sc,Mathematics,9.29,Actuary
B.Tech,Biotechnology,9.37,Genetic Engineer
B.Tech,Environmental Engineering,9.36,Sustainability Consultant
B.Sc,Anesthesia Technology,8.24,Network Technician
B.Sc,Statistics,8.69,Statistical Modeler
B.Sc,Dialysis Technology,8.96,Dialysis Specialist
B.Tech,Civil Engineering,9.6,Structural Engineer
M.Tech,Aerospace Engineering,6.4,Quality Inspector
M.Tech,Mining Engineering,9.86,Senior Radiologist
B.Sc,Nursing,6.19,Nursing Assistant
M.Sc,Physics,9.21,Quantum Researcher
B.Tech,Mining Engineering,8.08,Extraction Engineer
M.Sc,Dialysis Technology,8.82,Dialysis Specialist
M.Tech,Petroleum Engineering,8.02,Drilling Engineer
M.Sc,Radiology,7.1,X-Ray Assistant
B.Sc,Computer Science,6.15,Computer Instructor
B.Tech,Aerospace Engineering,6.27,Quality Inspector
M.Sc,Forensic Science,6.58,Aircraft Maintenance Engineer
M.Tech,Computer Science and Engineering,8.98,AI Engineer
M.Sc,Optometry,6.93,Optical Assistant
M.Tech,Mechanical Engineering,9.68,R&D Engineer
B.Tech,Computer Science and Engineering,7.57,Software Engineer
M.Sc,Physics,8.24,Physics Teacher
M.Sc,Chemistry,7.4,Chemical Assistant
M.Tech,Textile Engineering,7.16,Textile Designer
M.Sc,Nursing,7.62,Registered Nurse
M.Sc,Chemistry,6.24,Chemical Assistant
M.Sc,Statistics,7.01,Data Clerk
B.Sc,Dialysis Technology,6.77,Drilling Engineer
B.Sc,Physics,6.16,Lab Technician
M.Tech,Civil Engineering,8.7,Structural Engineer
B.Sc,Medical Laboratory Technology,7.21,Phlebotomist
B.Sc,Dialysis Technology,6.52,Health Aide
M.Tech,Mining Engineering,8.97,Mine Manager
M.Tech,Civil Engineering,8.86,Structural Engineer
M.Tech,Metallurgical Engineering,8.28,Process Metallurgist
M.Tech,Textile Engineering,7.22,Textile Designer
M.Tech,Electronics and Communication Engineering,7.31,Network Technician
B.Tech,Textile Engineering,7.27,Textile Designer
B.Tech,Electronics and Communication Engineering,8.76,VLSI Engineer
M.Sc,Dialysis Technology,8.21,Dialysis Technician
B.Sc,Anesthesia Technology,8.13,Anesthesia Technician
M.Sc,Operation Theatre Technology,6.69,Surgical Assistant
B.Sc,Computer Science,8.44,Systems Analyst
M.Tech,Information Technology,6.43,Helpdesk Specialist
M.Tech,Information Technology,9.11,Solutions Architect
M.Sc,Computer Science,7.22,Computer Instructor
B.Sc,Radiology,9.28,Senior Radiologist
M.Sc,Nursing,7.78,Registered Nurse
B.Tech,Textile Engineering,8.6,Fiber Scientist
B.Tech,Mechanical Engineering,6.54,Maintenance Technician
M.Sc,Physics,8.58,Quantum Researcher
M.Tech,Aerospace Engineering,9.03,Spacecraft Systems Engineer
M.Sc,Statistics,8.67,Biomedical Engineer
M.Sc,Chemistry,8.31,Pharmacologist
M.Sc,Medical Laboratory Technology,9.21,Sustainability Consultant
M.Tech,Electrical and Electronics Engineering,7.46,Maintenance Engineer
M.Tech,Civil Engineering,6.91,Draftsman
M.Tech,Computer Science and Engineering,7.1,Technical Support
B.Tech,Environmental Engineering,9.54,Sustainability Consultant
B.Sc,Dialysis Technology,9.58,Dialysis Specialist
B.Sc,Radiology,9.91,Senior Radiologist
M.Tech,Mechanical Engineering,8.68,R&D Engineer
M.Sc,Computer Science,9.02,Web Developer
M.Tech,Marine Engineering,8.28,Marine Engineer
B.Tech,Biotechnology,8.7,Lab Assistant
M.Tech,Computer Science and Engineering,7.21,Technical Support
B.Tech,Computer Science and Engineering,9.81,Data Scientist
B.Tech,Environmental Engineering,7.38,Waste Manager
M.Sc,Statistics,8.9,Statistical Modeler
B.Tech,Metallurgical Engineering,8.62,Materials Scientist
M.Sc,Chemistry,8.09,Pharmacologist
B.Tech,Textile Engineering,9.59,Urban Planner
M.Sc,Operation Theatre Technology,8.94,OT Manager
B.Tech,Marine Engineering,7.61,Marine Engineer
M.Tech,Biomedical Engineering,9.92,Bio-instrumentation Lead
M.Tech,Biotechnology,9.72,Genetic Engineer
M.Tech,Environmental Engineering,9.58,Electronics Engineer
M.Sc,Anesthesia Technology,9.57,Process Design Engineer
B.Tech,Electronics and Communication Engineering,6.04,Network Technician
B.Tech,Environmental Engineering,8.74,Sustainability Consultant
B.Sc,Physics,8.74,Quantum Researcher
M.Tech,Information Technology,9.11,Cloud Architect
B.Tech,Civil Engineering,6.69,Draftsman
M.Tech,Environmental Engineering,8.89,Sustainability Consultant
M.Tech,Marine Engineering,8.82,Design Engineer
M.Sc,Nursing,7.76,Registered Nurse
B.Sc,Statistics,8.91,Statistical Modeler
B.Tech,Environmental Engineering,6.4,Waste Manager
M.Tech,Chemical Engineering,7.36,Safety Officer
B.Tech,Computer Science and Engineering,6.16,Technical Support
M.Sc,Anesthesia Technology,9.25,Chief Anesthesia Tech
B.Sc,Optometry,6.08,Optical Assistant
B.Tech,Chemical Engineering,9.41,Process Design Engineer
M.Tech,Petroleum Engineering,8.73,Reservoir Engineer
B.Sc,Optometry,8.52,Senior Optometrist
B.Tech,Biotechnology,9.09,Senior Scientist
M.Tech,Biomedical Engineering,9.32,Medical Device Designer
M.Tech,Civil Engineering,7.21,Draftsman
B.Sc,Dialysis Technology,7.92,Dialysis Technician
B.Tech,Environmental Engineering,6.14,OT Technician
M.Tech,Chemical Engineering,7.16,Safety Officer
B.Tech,Biotechnology,7.32,Lab Assistant
M.Sc,Physics,8.28,Physics Teacher
M.Tech,Metallurgical Engineering,9.01,Materials Scientist
B.Sc,Anesthesia Technology,9.39,Chief Anesthesia Tech
B.Sc,Radiology,7.7,Radiology Technician
B.Sc,Statistics,6.23,Data Clerk
B.Sc,Dialysis Technology,8.47,Dialysis Technician
M.Tech,Civil Engineering,9.56,Urban Planner
M.Sc,Chemistry,6.81,Chemical Assistant
M.Tech,Mechanical Engineering,8.46,Production Engineer
M.Tech,Metallurgical Engineering,6.18,Quality Control
B.Sc,Forensic Science,8.6,Forensic Pathologist
M.Tech,Biomedical Engineering,9.95,Bio-instrumentation Lead
B.Tech,Marine Engineering,7.5,Marine Engineer
B.Tech,Marine Engineering,8.18,Marine Engineer
M.Sc,Statistics,7.64,Naval Architect
M.Sc,Dialysis Technology,7.6,Dialysis Technician
M.Sc,Forensic Science,7.67,Crime Scene Investigator
M.Sc,Forensic Science,7.53,Crime Scene Investigator
B.Sc,Physics,8.41,Physics Teacher
M.Tech,Marine Engineering,6.81,Ship Maintenance
B.Sc,Optometry,9.28,Senior Optometrist
B.Tech,Biomedical Engineering,9.95,Bio-instrumentation Lead
M.Sc,Mathematics,9.06,Cryptographer
B.Tech,Mining Engineering,6.6,Safety Inspector
B.Tech,Marine Engineering,6.23,Ship Maintenance
M.Tech,Electronics and Communication Engineering,9.31,Sustainability Consultant
B.Sc,Physics,9.27,Mine Manager
M.Tech,Chemical Engineering,6.35,Optical Assistant
M.Tech,Petroleum Engineering,8.06,Drilling Engineer
B.Sc,Mathematics,9.85,Actuary
M.Tech,Biomedical Engineering,8.94,Medical Device Designer
M.Sc,Optometry,8.38,Actuary
M.Sc,Computer Science,6.9,Computer Instructor
B.Tech,Aerospace Engineering,6.73,Quality Inspector
M.Tech,Computer Science and Engineering,9.1,Reservoir Engineer
M.Sc,Forensic Science,9.95,Forensic Pathologist
B.Tech,Mining Engineering,7.91,Eye Consultant
B.Tech,Biomedical Engineering,9.95,Bio-instrumentation Lead
M.Tech,Aeronautical Engineering,9.6,Aerodynamics Specialist
B.Sc,Dialysis Technology,6.93,Cryptographer
M.Sc,Nursing,6.44,Nursing Assistant
M.Tech,Civil Engineering,9.64,Structural Engineer
M.Tech,Computer Science and Engineering,6.54,Technical Support
B.Tech,Mining Engineering,7.35,Radiology Technician
B.Sc,Chemistry,9.06,Analytical Chemist
B.Tech,Computer Science and Engineering,8.44,Software Engineer
B.Tech,Civil Engineering,6.39,Draftsman
B.Tech,Biomedical Engineering,9.03,Bio-instrumentation Lead
B.Tech,Information Technology,8.69,Cloud Architect
M.Tech,Computer Science and Engineering,9.83,AI Engineer
B.Tech,Civil Engineering,7.77,Site Engineer
M.Sc,Optometry,7.43,Optical Assistant
B.Tech,Textile Engineering,7.36,Textile Designer
M.Sc,Anesthesia Technology,7.7,Anesthesia Technician
M.Sc,Dialysis Technology,7.58,Dialysis Technician
B.Sc,Radiology,8.4,Radiology Technician
M.Sc,Operation Theatre Technology,6.06,Surgical Assistant
M.Sc,Medical Laboratory Technology,8.03,Lab Assistant
M.Sc,Nursing,7.9,Registered Nurse
B.Sc,Forensic Science,8.09,Crime Scene Investigator
B.Tech,Computer Science and Engineering,6.47,Technical Support
B.Sc,Anesthesia Technology,9.37,Chief Anesthesia Tech
B.Tech,Mechanical Engineering,6.98,Maintenance Technician
M.Tech,Mining Engineering,9.59,Mine Manager
B.Tech,Biotechnology,7.5,Bioprocess Engineer
M.Tech,Aerospace Engineering,6.76,Quality Inspector
B.Tech,Information Technology,8.55,Aircraft Maintenance Engineer
M.Tech,Aerospace Engineering,9.2,Spacecraft Systems Engineer
M.Sc,Mathematics,6.64,Data Entry Operator
B.Sc,Statistics,8.51,Statistical Modeler
M.Tech,Textile Engineering,8.59,Fiber Scientist
B.Tech,Petroleum Engineering,7.11,Site Supervisor
B.Tech,Mechanical Engineering,6.02,Maintenance Technician
M.Sc,Radiology,6.51,X-Ray Assistant
M.Sc,Radiology,8.69,Senior Radiologist
B.Tech,Textile Engineering,7.79,Production Manager
B.Sc,Medical Laboratory Technology,7.46,Phlebotomist
M.Sc,Mathematics,7.74,Mathematics Professor
M.Sc,Anesthesia Technology,7.88,Anesthesia Technician
B.Sc,Computer Science,8.49,Systems Analyst
M.Sc,Anesthesia Technology,9.55,Chief Anesthesia Tech
B.Tech,Electrical and Electronics Engineering,9.02,Control Systems Lead
B.Tech,Biomedical Engineering,8.93,Evidence Custodian
M.Tech,Marine Engineering,7.63,Marine Engineer
B.Tech,Civil Engineering,7.31,Draftsman
M.Tech,Electrical and Electronics Engineering,6.1,Maintenance Engineer
M.Sc,Computer Science,8.95,Database Admin
B.Tech,Aeronautical Engineering,7.12,Technical Writer
M.Tech,Electrical and Electronics Engineering,7.63,Electrical Engineer
B.Sc,Mathematics,6.06,Data Entry Operator
B.Tech,Biomedical Engineering,7.46,Equipment Technician
M.Tech,Electrical and Electronics Engineering,7.72,Electrical Engineer
M.Tech,Marine Engineering,9.79,Naval Architect
B.Sc,Medical Laboratory Technology,7.48,Phlebotomist
B.Sc,Electronics,9.71,Circuit Designer
B.Tech,Petroleum Engineering,6.01,Site Supervisor
M.Tech,Biotechnology,9.75,Genetic Engineer
M.Tech,Metallurgical Engineering,8.84,Materials Scientist
M.Tech,Aeronautical Engineering,6.76,Technical Writer
B.Tech,Textile Engineering,8.18,Production Manager
M.Sc,Anesthesia Technology,8.1,Anesthesia Technician
M.Tech,Textile Engineering,6.73,Textile Designer
B.Tech,Biomedical Engineering,9.72,Medical Device Designer
B.Sc,Radiology,9.9,Senior Radiologist
B.Sc,Optometry,6.27,Optical Assistant
M.Tech,Electrical and Electronics Engineering,9.76,Power Systems Engineer
B.Sc,Medical Laboratory Technology,9.52,Network Technician
B.Tech,Petroleum Engineering,7.68,Drilling Engineer
B.Sc,Electronics,7.24,Testing Assistant
B.Tech,Chemical Engineering,6.44,Bioprocess Engineer
M.Sc,Statistics,9.82,Data Analyst
M.Tech,Aerospace Engineering,8.13,Satellite Controller
B.Tech,Petroleum Engineering,7.23,Site Supervisor
B.Sc,Optometry,8.95,Power Systems Engineer
M.Sc,Chemistry,7.41,Chemical Assistant
B.Tech,Environmental Engineering,8.84,Sustainability Consultant
M.Tech,Textile Engineering,8.53,Data Clerk
M.Tech,Biomedical Engineering,9.78,Medical Device Designer
B.Tech,Computer Science and Engineering,9.11,Data Scientist
M.Sc,Nursing,6.81,Nursing Assistant
M.Tech,Computer Science and Engineering,6.03,Technical Support
B.Sc,Statistics,6.42,Data Clerk
B.Tech,Metallurgical Engineering,6.58,Quality Control
B.Tech,Marine Engineering,9.18,Naval Architect
M.Sc,Statistics,7.08,Data Clerk
M.Sc,Forensic Science,6.28,Evidence Custodian
M.Sc,Optometry,6.19,Optical Assistant
M.Sc,Chemistry,7.69,Pharmacologist
B.Sc,Mathematics,6.71,Data Entry Operator
B.Tech,Electronics and Communication Engineering,8.47,VLSI Engineer
M.Sc,Physics,6.07,Lab Technician
B.Tech,Civil Engineering,6.84,Draftsman
M.Sc,Statistics,9.07,Data Analyst
M.Tech,Mining Engineering,9.96,Mine Manager
B.Tech,Aerospace Engineering,8.44,Satellite Controller
B.Tech,Biotechnology,7.12,Lab Assistant
M.Tech,Civil Engineering,7.76,Urban Planner
M.Tech,Metallurgical Engineering,8.68,Materials Scientist
M.Sc,Physics,6.01,Production Manager
B.Tech,Electrical and Electronics Engineering,9.92,Control Systems Lead
M.Sc,Mathematics,9.98,Cryptographer
M.Sc,Computer Science,8.73,Web Developer
B.Sc,Optometry,9.8,Senior Optometrist
M.Sc,Electronics,9.64,Circuit Designer
B.Sc,Medical Laboratory Technology,6.13,Phlebotomist
M.Sc,Optometry,7.45,Optical Assistant
M.Tech,Electrical and Electronics Engineering,6.62,Maintenance Engineer
M.Sc,Chemistry,7.14,Chemical Assistant
M.Sc,Anesthesia Technology,8.52,Chief Anesthesia Tech
M.Tech,Petroleum Engineering,8.54,Reservoir Engineer
B.Sc,Dialysis Technology,7.17,Health Aide
M.Tech,Mechanical Engineering,9.96,R&D Engineer
B.Sc,Electronics,6.17,Testing Assistant
M.Sc,Optometry,7.9,Eye Consultant
M.Tech,Computer Science and Engineering,7.93,Bioprocess Engineer
M.Sc,Dialysis Technology,6.18,Health Aide
M.Tech,Environmental Engineering,9.88,Sustainability Consultant
B.Tech,Mining Engineering,6.83,Nursing Assistant
B.Tech,Aerospace Engineering,9.91,Spacecraft Systems Engineer
M.Sc,Nursing,6.76,Nursing Assistant
M.Tech,Mechanical Engineering,8.21,Production Engineer
M.Tech,Mining Engineering,9.61,Mine Manager
M.Tech,Electrical and Electronics Engineering,9.02,Control Systems Lead
B.Tech,Aerospace Engineering,6.07,Site Engineer
M.Tech,Marine Engineering,9.34,Naval Architect
B.Tech,Chemical Engineering,7.77,Chemical Plant Operator
M.Tech,Environmental Engineering,6.75,Waste Manager
M.Sc,Operation Theatre Technology,6.71,Surgical Assistant
B.Sc,Mathematics,8.65,Cryptographer
M.Tech,Mining Engineering,9.63,Mine Manager
B.Sc,Anesthesia Technology,6.57,Medical Assistant
B.Tech,Civil Engineering,7.94,Site Engineer
M.Sc,Computer Science,8.51,Database Admin
B.Tech,Aerospace Engineering,7.77,Satellite Controller
B.Tech,Chemical Engineering,8.97,Process Design Engineer
B.Tech,Biotechnology,8.23,Bioprocess Engineer
M.Sc,Mathematics,7.72,Mathematics Professor
B.Tech,Mining Engineering,8.06,Extraction Engineer
M.Tech,Biomedical Engineering,8.7,Senior Optometrist
B.Tech,Information Technology,7.67,IT Engineer
B.Tech,Chemical Engineering,9.87,Process Design Engineer
B.Sc,Chemistry,6.66,Chemical Assistant
M.Tech,Information Technology,8.1,IT Engineer
M.Tech,Information Technology,8.91,Cloud Architect
B.Tech,Mechanical Engineering,9.52,Design Engineer
M.Tech,Mining Engineering,9.05,Dialysis Technician
M.Sc,Anesthesia Technology,9.42,Chief Anesthesia Tech
B.Tech,Petroleum Engineering,8.19,Drilling Engineer
B.Sc,Anesthesia Technology,9.33,Chief Anesthesia Tech
B.Tech,Textile Engineering,7.76,Production Manager
M.Sc,Statistics,7.38,Data Clerk
B.Tech,Marine Engineering,6.59,Ship Maintenance
B.Sc,Anesthesia Technology,8.35,Anesthesia Technician
M.Tech,Metallurgical Engineering,8.96,Materials Scientist
B.Tech,Electrical and Electronics Engineering,8.61,Power Systems Engineer
M.Sc,Operation Theatre Technology,8.42,OT Technician
B.Tech,Information Technology,7.6,IT Engineer
M.Tech,Metallurgical Engineering,9.51,Materials Scientist
M.Tech,Computer Science and Engineering,6.85,Technical Support
M.Sc,Electronics,9.96,Circuit Designer
B.Tech,Aerospace Engineering,6.33,Quality Inspector
B.Tech,Civil Engineering,6.3,Draftsman
B.Sc,Electronics,7.77,Hardware Repair Lead
B.Sc,Computer Science,9.07,Web Developer
M.Tech,Biomedical Engineering,6.95,Equipment Technician
B.Sc,Optometry,9.92,Senior Optometrist
B.Sc,Physics,9.36,Quantum Researcher
B.Tech,Mining Engineering,6.52,Safety Inspector
M.Sc,Physics,7.59,Physics Teacher
M.Tech,Civil Engineering,8.39,Site Engineer
B.Tech,Aeronautical Engineering,9.57,Aerodynamics Specialist
M.Tech,Computer Science and Engineering,9.97,Data Scientist
M.Tech,Marine Engineering,9.67,Naval Architect
M.Tech,Metallurgical Engineering,6.19,Quality Control
B.Sc,Optometry,9.02,Senior Optometrist
M.Tech,Civil Engineering,7.74,Site Engineer
B.Tech,Aerospace Engineering,7.82,R&D Engineer
M.Tech,Textile Engineering,8.26,Production Manager
M.Sc,Computer Science,8.23,Systems Analyst
M.Tech,Computer Science and Engineering,7.23,Technical Support
B.Tech,Mechanical Engineering,7.14,Maintenance Technician
B.Tech,Chemical Engineering,7.83,Chemical Plant Operator
B.Sc,Dialysis Technology,9.01,Dialysis Specialist
B.Sc,Optometry,9.26,Senior Optometrist
M.Tech,Textile Engineering,9.11,Fiber Scientist
B.Tech,Information Technology,8.06,Survey Researcher
M.Sc,Optometry,6.4,Optical Assistant
M.Tech,Computer Science and Engineering,9.75,Senior Optometrist
B.Tech,Electrical and Electronics Engineering,9.05,Power Systems Engineer
B.Sc,Optometry,9.01,Circuit Designer
M.Sc,Computer Science,6.69,Computer Instructor
B.Tech,Civil Engineering,9.98,Structural Engineer
M.Sc,Computer Science,8.29,Systems Analyst
B.Sc,Medical Laboratory Technology,6.06,Phlebotomist
M.Tech,Aeronautical Engineering,9.36,Environmental Engineer
M.Sc,Forensic Science,9.07,Forensic Pathologist
M.Tech,Metallurgical Engineering,8.79,Materials Scientist
M.Sc,Anesthesia Technology,8.67,Pharmacologist
B.Tech,Aeronautical Engineering,6.11,Technical Writer
B.Sc,Radiology,9.22,Senior Radiologist
M.Tech,Computer Science and Engineering,9.58,Data Scientist
B.Sc,Chemistry,7.17,Chemical Assistant
M.Sc,Physics,9.82,Quantum Researcher
